0.101191 0.610942
0.0622478 0.367136
0.195029 0.108128
0.300715 0.0922154
0.243095 0.423996
0.863278 0.703711
0.425329 0.311071
0.820918 0.684662
0.236942 0.770024
0.762494 0.446919
0.135165 0.659306
0.720427 0.169996
0.353166 0.138929
0.104842 0.325396
0.231636 0.775044
0.697169 0.504021
0.456278 0.939718
0.697663 0.592202
0.544938 0.630062
0.518395 0.240751
0.352789 0.108158
0.372954 0.770998
0.918599 0.360291
0.60956 0.570459
0.40713 0.651639
0.45271 0.127887
0.453416 0.504146
0.177669 0.520199
0.19839 0.556945
0.100047 0.897673
0.358098 0.221436
0.152117 0.959473
0.152647 0.25525
0.335802 0.918071
0.348377 0.4982
0.250942 0.756911
0.786222 0.312932
0.466672 0.580632
0.642041 0.871518
0.564434 0.0247575
0.0446048 0.868575
0.538057 0.0448594
0.10929 0.359985
0.75582 0.0956704
0.686893 0.60475
0.343051 0.560356
0.389273 0.317886
0.713997 0.756861
0.133108 0.0504352
0.416063 0.0154164
0.346605 0.116903
0.770324 0.919333
0.479496 0.630063
0.319625 0.717878
0.720162 0.562504
0.758002 0.81636
0.515112 0.0466579
0.4222 0.791713
0.685461 0.639293
0.758952 0.293485
0.644178 0.796048
0.0306562 0.434158
0.597327 0.729121
0.959274 0.444335
0.0270808 0.764803
0.31515 0.0735124
0.436037 0.780286
0.868484 0.732033
0.878353 0.932716
0.415986 0.822249
0.762406 0.120141
0.352918 0.634882
0.518907 0.678276
0.549221 0.781494
0.979449 0.140809
0.25671 0.940856
0.407196 0.778586
0.53111 0.840251
0.320912 0.318118
0.635606 0.667915
0.259052 0.570561
0.634082 0.0170673
0.444373 0.12034
0.416904 0.746363
0.0725768 0.778876
0.455674 0.591125
0.197249 0.437441
0.937348 0.0396195
0.214716 0.0180151
0.682374 0.000808464
0.45234 0.978889
0.0171426 0.527598
0.978744 0.672333
0.0127394 0.414372
0.988942 0.631859
0.9148 0.776091
0.910469 0.0179951
0.467177 0.302458
0.791311 0.411857
0.565463 0.359051
